index,trial_url,Study (disease • registry),Disease Category,Disease Area,Method,Enrollment (target),Countries (per CMN page),In US?,Start year,Last-updated year,Gene-editing method,Gene-editing category,Phase 1,Phase 2,Phase 3,Countries (per CMN page),,China,#ERROR!
178,https://crisprmedicinenews.com/clinical-trial/advanced-hepatocellular-carcinoma-hcc-nct04417764/,Safety and Effect Assessment of TACE in Combination With Autologous PD-1 Knockout Engineered T Cells by Percutaneous Infusion in the Patients With Advanced Hepatocellular Carcinoma,Advanced Hepatocellular Carcinoma,Solid cancers,Ex-vivo,10,China,No,2019,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,,
179,https://crisprmedicinenews.com/clinical-trial/advanced-peritoneal-malignancies-or-abdominal-metastatic-solid-tumors-nct06912152/,"Phase I Dose-Escalation Study of MT027: Evaluating Tolerability, Safety, Pharmacokinetics, and Preliminary Efficacy in Patients With Advanced Peritoneal Malignancies or Abdominal Metastatic Solid Tumors",Advanced Peritoneal Malignancies or Abdominal Metastatic Solid Tumors,Solid cancers,Ex-vivo,12,China,No,2025,2025,CRISPR-Cas,CRISPR-Cas,1,0,0,China,,,
180,https://crisprmedicinenews.com/clinical-trial/advanced-primary-or-secondary-peritoneal-tumors-nct07004647/,"An Investigator-Initiated, Single-Arm, Dose-Escalation Exploratory Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetic Profile, and Preliminary Efficacy of MT027 Cell Injection in Patients With Advanced Primary or Secondary Peritoneal Tumors",Advanced Primary or Secondary Peritoneal Tumors,Solid cancers,Ex-vivo,10,China,No,2025,2025,CRISPR-Cas,CRISPR-Cas,1,1,0,China,,,
181,https://crisprmedicinenews.com/clinical-trial/advanced-stage-epstein-barr-virus-ebv-associated-malignancies-nct03044743/,A Phase I/II Trial of PD-1 Knockout EBV-CTLs for Advanced Stage EBV Associated Malignancies,Advanced Stage Epstein-Barr Virus (EBV) Associated Malignancies,Solid cancers,Ex-vivo,20,China,No,2017,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,,
182,https://crisprmedicinenews.com/clinical-trial/b-cell-non-hodgkin-lymphoma-nhl-nct05607420/,"Open-label Dose-finding and Dose-expansion Study to Evaluate the Safety, Expansion, Persistence, and Clinical Activity of UCART20x22 in Subjects With Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma (B-NHL)",B-Cell Non-Hodgkin Lymphoma,Solid cancers,Ex-vivo,80,"United States, France, Spain",Yes,2022,2025,TALENs,Other,1,1,0,"United States, France, Spain",,,
183,https://crisprmedicinenews.com/clinical-trial/brain-meninges-and-spinal-cord-metastatic-solid-tumors-nct06742593/,"A Single-arm, Dose-escalating Phase I Clinical Trial to Evaluate the Tolerability, Safety, Pharmacokinetic , and Efficacy of MT027 in Patients with Brain, Meninges, and Spinal Cord Metastatic Solid Tumors","Brain, Meninges, and Spinal Cord Metastatic Solid Tumors",Solid cancers,Ex-vivo,12,China,No,2025,2025,CRISPR-Cas,CRISPR-Cas,1,0,0,China,,,
184,https://crisprmedicinenews.com/clinical-trial/breast-cancer-bc-nct05812326/,Exploratory Clinical Study of PD-1 Knockout Targeting MUC1 CAR-T Cells (AJMUC1) in the Treatment of MUC1-positive Advanced Breast Cancer,Breast Cancer,Solid cancers,Ex-vivo,15,China,No,2019,2025,Gene knock-out,Other,1,0,0,China,,,
185,https://crisprmedicinenews.com/clinical-trial/castration-resistant-prostate-cancer-crpc-nct02867345/,A Dose-escalation Phase I Trial of PD-1 Knockout Engineered T Cells for the Treatment of Castration Resistant Prostate Cancer,Castration-Resistant Prostate Cancer,Solid cancers,Ex-vivo,0,China,No,2016,2025,Gene knock-out,Other,1,0,0,China,,,
186,https://crisprmedicinenews.com/clinical-trial/castration-resistant-prostate-cancer-nct06895811/,The Safety and Efficacy Evaluation of Universal PSMA Chimeric Antigen Receptor T Cells in the Treatment of Refractory Castration Resistant Prostate Cancer,Castration-Resistant Prostate Cancer,Solid cancers,Ex-vivo,3,China,No,2025,2025,Gene: Delivery method: - Ex-vivo,Other,1,1,0,China,,,
187,https://crisprmedicinenews.com/clinical-trial/castration-resistant-prostate-cancer-crpc-nct04768608/,Clinical Trial for the Safety and Efficacy of Non-viral PD1 Integrated Anti-PSMA Chimeric Antigen Receptor T Cells in the Treatment of Refractory Castrate-Resistant Prostate Cancer,Castration-Resistant Prostate Cancer,Solid cancers,Ex-vivo,3,China,No,2021,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,,
188,https://crisprmedicinenews.com/clinical-trial/castration-resistant-prostate-cancer-crpc-nct06228404/,The Safety and Efficacy Evaluation of Enhanced Autologous PSMA Chimeric Antigen Receptor T Cells in the Treatment of Refractory Castration Resistant Prostate Cancer,Castration-Resistant Prostate Cancer,Solid cancers,Ex-vivo,18,China,No,2024,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,,
189,https://crisprmedicinenews.com/clinical-trial/castration-resistant-prostate-cancer-crpc-and-salivary-gland-cancer-sgc-nct04249947/,A Phase 1 Dose Escalation and Expanded Cohort Study of P-PSMA-101 in Subjects With Metastatic Castration-Resistant Prostate Cancer (mCRPC) and Advanced Salivary Gland Cancers (SGC),"Castration-Resistant Prostate Cancer, Salivary Gland Cancer",Solid cancers,Ex-vivo,40,United States,Yes,2020,2025,PiggyBac transposon gene insertion platform,Other,1,0,0,United States,,,
190,https://crisprmedicinenews.com/clinical-trial/epithelial-ovarian-cancer-eoc-nct05617755/,An Open-label Phase 1 Study to Evaluate the Safety and Efficacy of AB-1015 in Patients With Resistant/Refractory Epithelial Ovarian Cancer,Epithelial Ovarian Cancer,Solid cancers,Ex-vivo,60,United States,Yes,2022,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,United States,,,
191,https://crisprmedicinenews.com/clinical-trial/esophageal-cancer-nct03081715/,"Safety and Activity of Programmed Cell Death-1 Knockout Engineered T Cells in Patients With Previously Treated Advanced Esophageal Squamous Cell Carcinoma: An Open-label, Single-arm Phase 1 Study",Esophageal Cancer,Solid cancers,Ex-vivo,16,China,No,2017,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,,
192,https://crisprmedicinenews.com/clinical-trial/gastric-cancer-and-colorectal-cancer-crc-nct07166263/,Exploratory Study of NK510 Cell Therapy in the Treatment of Recurrent and Refractory Advanced Gastric Cancer and Colorectal Cancer,Gastric Cancer and Colorectal Cancer,Solid cancers,Ex-vivo,15,China,Yes,2025,2025,AccuBase® base editor,Base editing,1,0,0,China,,,
193,https://crisprmedicinenews.com/clinical-trial/gastric-cancer-nct06098898/,Exploratory Study of NK510 Cell Therapy Combined With Monoclonal Antibody in the Treatment of Recurrent and Refractory Advanced Gastric Cancer,Gastric Cancer,Solid cancers,Ex-vivo,9,China,No,2023,2025,AccuBase® base editor,Base editing,1,0,0,China,,,
194,https://crisprmedicinenews.com/clinical-trial/gastro-intestinal-cancer-gi-nct04426669/,A Phase I/II Trial in Patients With Metastatic Gastrointestinal Epithelial Cancer Administering Tumor-Infiltrating Lymphocytes in Which the Gene Encoding CISH Was Inactivated Using the CRISPR/Cas9 System,Gastro-Intestinal Cancer,Solid cancers,Ex-vivo,20,United States,Yes,2020,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,United States,,,
195,https://crisprmedicinenews.com/clinical-trial/high-grade-squamous-intraepithelial-lesions-hsil-nct07170254/,"An Open-Label, Two-Arm, Non-Randomized Clinical Study On The Safety And Efficacy Of Instantaneous CRISPR/Cas9 Gene Editing Therapy For Treating Chinese Patients With HPV-16-Related High-Grade Squamous Intraepithelial Lesions (HSIL)",High-grade Squamous Intraepithelial Lesions,Solid cancers,Ex-vivo,12,China,No,2025,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,,
196,https://crisprmedicinenews.com/clinical-trial/human-papillomavirus-hpv-related-cervical-cancer-nct02800369/,Safety Study of Zinc Finger Nucleases ZFN-602 and ZFN-758 in HPV-infected Subjects,Human papillomavirus (HPV) related Cervical Cancer,Solid cancers,Ex-vivo,20,China,No,2016,2025,ZFN- Zinc Finger Nucleases,Other,1,1,0,China,,,
197,https://crisprmedicinenews.com/clinical-trial/human-papillomavirus-hpv-related-cervical-cancer-nct03057912/,A Safety and Efficacy Study of Transcription Activator-like Effector Nucleases and Clustered Regularly Interspaced Short Palindromic Repeat/Cas9 in the Treatment of HPV-related Cervical Intraepithelial NeoplasiaⅠ,Human papillomavirus (HPV) related Cervical Cancer,Solid cancers,Ex-vivo,60,China,No,2018,2025,CRISPR-Cas9 and TALEN,CRISPR-Cas,1,1,0,China,,,
198,https://crisprmedicinenews.com/clinical-trial/human-papillomavirus-hpv-related-cervical-cancer-nct03226470/,Safety Study of Transcription Activator-like Effector Nucleases T512 in HPV16-infected Subjects,Human papillomavirus (HPV) related Cervical Cancer,Solid cancers,Ex-vivo,40,China,No,2017,2025,TALENs,Other,1,1,0,China,,,
199,https://crisprmedicinenews.com/clinical-trial/metastatic-melanoma-nct06783270/,T-cell Therapy with CRISPR PD1-edited Tumor Infiltrating Lymphocytes for Patients with Metastatic Melanoma,Metastatic Melanoma,Solid cancers,Ex-vivo,10,Denmark,No,2024,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,Denmark,,,
200,https://crisprmedicinenews.com/clinical-trial/muscle-invasive-bladder-cancer-mibc-nct02863913/,A Dose-escalation Phase I Trial of PD-1 Knockout Engineered T Cells for the Treatment of Muscle-invasive Bladder Cancer,Muscle-Invasive Bladder Cancer,Solid cancers,Ex-vivo,0,China,No,2016,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,,
201,https://crisprmedicinenews.com/clinical-trial/non-small-cell-lung-cancer-nsclc-nct02793856/,A Phase I Clinical Trial of PD-1 Knockout Engineered T Cells Treating Patients With Advanced Non-small Cell Lung Cancer,Non-small Cell Lung Cancer,Solid cancers,Ex-vivo,12,China,No,2016,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,,
202,https://crisprmedicinenews.com/clinical-trial/non-small-cell-lung-cancer-nsclc-nct03525782/,A Clinical Study of Anti-MUC1 CAR T Cells and PD-1 Knockout Engineered T Cells for Patients With Advanced Non-small Cell Lung Cancer,Non-small Cell Lung Cancer,Solid cancers,Ex-vivo,60,China,No,2018,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,,
203,https://crisprmedicinenews.com/clinical-trial/non-small-cell-lung-cancer-nsclc-nct05566223/,A Phase 1/2 Trial (CheckCell-2) in Patients With Metastatic Non-small Cell Lung Cancer (NSCLC) Administering Tumor-Infiltrating Lymphocytes (TILs) in Which the Gene Encoding CISH Was Inactivated Using the CRISPR/Cas9 System,Non-small Cell Lung Cancer,Solid cancers,Ex-vivo,70,United States,Yes,2022,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,United States,,,
204,https://crisprmedicinenews.com/clinical-trial/non-small-cell-lung-cancer-nsclc-nct06097962/,Exploratory Study of NK510 Combined With PD-1 Blockade in the Treatment of Relapsed and Refractory Advanced NSCLC,Non-small Cell Lung Cancer,Solid cancers,Ex-vivo,9,China,No,2023,2025,AccuBase® base editor,Base editing,1,0,0,China,,,
205,https://crisprmedicinenews.com/clinical-trial/ovarian-cancer-oc-nct06846424/,"A Clinical Study to Evaluate the Safety and Tolerability of SCT-001 CAR-T Cells in Patients with Recurrent and Refractory Epithelial Ovarian Cancer, Fallopian Tube Cancer, and Peritoneal Cancer.",Ovarian Cancer,Solid cancers,Ex-vivo,24,China,No,2025,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,,
206,https://crisprmedicinenews.com/clinical-trial/ovarian-cancer-oc-nct07067255/,Phase 1/2 Study of Sequential CD146 and GPC3 CAR-T Cell Therapy in Advanced Ovarian Cancer,Ovarian Cancer,Solid cancers,Ex-vivo,80,China,No,2025,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,,
207,https://crisprmedicinenews.com/clinical-trial/pleural-malignant-tumors-nct06726564/,"A Phase 1 Single Arm, Dose Escalation Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of MT027 in Patients with Pleural Malignant Tumors",Pleural Malignant Tumors,Solid cancers,Ex-vivo,18,China,No,2024,2025,CRISPR-Cas,CRISPR-Cas,1,0,0,China,,,
208,https://crisprmedicinenews.com/clinical-trial/prostate-cancer-nct03525652/,Clinical Assessment of a Therapeutic Vaccine in Combination With PD-1 Knockout T Cells in the Treatment of Prostate Cancer,Prostate Cancer,Solid cancers,Ex-vivo,30,China,No,2018,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,,
209,https://crisprmedicinenews.com/clinical-trial/recurrent-or-progressive-glioblastoma-or-grade-3-or-4-idh-mutant-astrocytoma-nct06815029/,A Phase 1 Trial to Evaluate the Safety of IL13Rα2-Targeting Chimeric Antigen Receptor (CAR) T Cells With CRISPR Knockout of TGFβR2 in Patients With Recurrent or Progressive High-Grade Glioma,Recurrent or Progressive Glioblastoma or Grade 3 or 4 IDH-Mutant Astrocytoma,Solid cancers,Ex-vivo,27,United States,Yes,2026,2025,CRISPR,CRISPR-Cas,1,0,0,United States,,,
210,https://crisprmedicinenews.com/clinical-trial/recurrent-or-progressive-high-grade-glioma-nct06737146/,"A Single-arm, Dose-escalation Phase I Clinical Study on Evaluating the Tolerability, Pharmacokinetic Characteristics, Safety and Preliminary Efficacy of MT027 in Patients with Recurrent or Progressive High-grade Glioma",Recurrent or Progressive High-grade Glioma,Solid cancers,Ex-vivo,12,China,No,2025,2025,CRISPR-Cas,CRISPR-Cas,1,0,0,China,,,
211,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-lymphoma-bcl-nct05950334/,A Phase 1 Study of FT522 in Combination With Rituximab in Participants With Relapsed/Refractory B-Cell Lymphoma,Relapsed or Refractory B-Cell Lymphoma,Solid cancers,Ex-vivo,322,United States,Yes,2023,2025,Gene enhancement and gene Knock-out,Epigenetic editing,1,0,0,United States,,,
212,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-renal-cell-carcinoma-rcc-nct04438083/,"A Phase 1 Dose Escalation and Cohort Expansion Study of the Safety and Efficacy of Allogeneic CRISPR-Cas9-Engineered T Cells (CTX130) in Subjects With Advanced, Relapsed or Refractory Renal Cell Carcinoma With Clear Cell Differentiation",Relapsed or Refractory Renal Cell Carcinoma,Solid cancers,Ex-vivo,107,"United States, Australia, Canada, Netherlands",Yes,2020,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,"United States, Australia, Canada, Netherlands",,,
213,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-solid-tumors-nct05795595/,"A Phase 1/2, Open-label, Multicenter, Dose Escalation and Cohort Expansion Study of the Safety and Efficacy of Anti-CD70 Allogeneic CRISPR-Cas9-Engineered T Cells (CTX131) in Adult Subjects With Relapsed or Refractory Solid Tumors",Relapsed or Refractory Solid Tumors,Solid cancers,Ex-vivo,250,United States,Yes,2023,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,United States,,,
214,https://crisprmedicinenews.com/clinical-trial/renal-cell-carcinoma-rcc-nct02867332/,A Dose-escalation Phase I Trial of PD-1 Knockout Engineered T Cells for the Treatment of Metastatic Renal Cell Carcinoma,Renal Cell Carcinoma,Solid cancers,Ex-vivo,0,,No,2016,2025,Gene knock-out,Other,1,0,0,,,,
215,https://crisprmedicinenews.com/clinical-trial/renal-cell-carcinoma-rcc-nct04696731/,A Phase 1 Multicenter Study Evaluating the Safety and Efficacy of ALLO-316 Following ALLO-647 Containing Conditioning Regimen in Subjects With Advanced or Metastatic Clear Cell Renal Cell Carcinoma,Renal Cell Carcinoma,Solid cancers,Ex-vivo,120,United States,Yes,2021,2025,TALENs,Other,1,0,0,United States,,,
216,https://crisprmedicinenews.com/clinical-trial/renal-cell-carcinoma-rcc-nct06245915/,"An Open-label, Multicenter Phase 1/2 Study to Evaluate the Safety and Efficacy of AB-2100 in Patients With Recurrent Advanced or Metastatic Clear-cell Renal Cell Carcinoma (ccRCC)",Renal Cell Carcinoma,Solid cancers,Ex-vivo,130,United States,Yes,2024,2025,CITE (CRISPR Integration of Transgene via Electroporation),CRISPR-Cas,1,1,0,United States,,,
217,https://crisprmedicinenews.com/clinical-trial/soft-tissue-sarcoma-nct06117878/,"An Open, Single Center Exploratory Study to Evaluate Safety and Efficacy of NK510 for Patients With Osteosarcoma and Soft Tissue Sarcoma",Soft Tissue Sarcoma,Solid cancers,Ex-vivo,12,China,No,2022,2025,AccuBase® base editor,Base editing,1,0,0,China,,,
218,https://crisprmedicinenews.com/clinical-trial/solid-tumor-adult-nct03545815/,Phase I Study to Evaluate Treatment of CRISPR-Cas9 Mediated PD-1 and TCR Gene-knocked Out Chimeric Antigen Receptor (CAR) T Cells in Patients With Mesothelin Positive Multiple Solid Tumors,Solid Tumor Adult,Solid cancers,Ex-vivo,10,China,No,2018,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,,
219,https://crisprmedicinenews.com/clinical-trial/solid-tumor-adult-nct03747965/,Phase I Study of CRISPR-Cas9 Mediated PD-1 Gene-knocked Out Mesothelin-directed CAR-T Cells With the Conditioning Regimen of Paclitaxel and Cyclophosphamide in Mesothelin Positive Multiple Solid Tumors,"Solid Tumor, Adult",Solid cancers,Ex-vivo,10,China,No,2018,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,,
220,https://crisprmedicinenews.com/clinical-trial/solid-tumor-adult-nct04976218/,Phase Ⅰ Study of EGFR Targeted TGFβR-KO CAR T Cells in the Treatment of Previously Treated Advanced EGFR-positive Solid Tumors,"Solid Tumor, Adult",Solid cancers,Ex-vivo,30,China,No,2022,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,,
221,https://crisprmedicinenews.com/clinical-trial/solid-tumors-nct03970382/,"A Phase 1a/1b, Open-label First-in-human Study of the Safety, Tolerability and Feasibility of Gene-edited Autologous NeoTCR-T Cells (NeoTCR-P1) Administered as a Single Agent or in Combination With Anti-PD-1 to Patients With Locally Advanced or Metastatic Solid Tumors",Solid Tumors,Solid cancers,Ex-vivo,21,United States,Yes,2019,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,United States,,,
222,https://crisprmedicinenews.com/clinical-trial/solid-tumors-nct04551885/,"A Phase I, Open-Label, Multicenter Study of FT516 in Combination With Monoclonal Antibodies in Subjects With Advanced Solid Tumors",Solid Tumors,Solid cancers,Ex-vivo,12,United States,Yes,2020,2025,Gene enhancement,Epigenetic editing,1,0,0,United States,,,
223,https://crisprmedicinenews.com/clinical-trial/solid-tumors-nct04842812/,Engineered TILs/CAR-TILs With PD1 Knockout and Anti-PD1/CTLA4-scFv Secreting or CARs Against Various Antigens to Treat Advanced Solid Tumors,Solid Tumors,Solid cancers,Ex-vivo,40,China,No,2021,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,,
224,https://crisprmedicinenews.com/clinical-trial/solid-tumors-nct05239143/,A Phase 1 Dose Escalation and Expanded Cohort Study of P-MUC1C-ALLO1 in Adult Subjects With Advanced or Metastatic Solid Tumors,Solid Tumors,Solid cancers,Ex-vivo,100,United States,Yes,2022,2025,Cas-CLOVER,CAS-CLOVER,1,0,0,United States,,,
225,https://crisprmedicinenews.com/clinical-trial/solid-tumors-nct05361174/,"A Phase 1/2, Open-label Study of PD-1 Knockout Tumor-infiltrating Lymphocytes (IOV-4001) in Participants With Unresectable or Metastatic Melanoma or Stage III or IV Non-small-cell Lung Cancer",Solid Tumors,Solid cancers,Ex-vivo,53,United States,Yes,2022,2025,TALENs,Other,1,1,0,United States,,,
226,https://crisprmedicinenews.com/clinical-trial/solid-tumors-nct05395052/,"A Phase I, Open-Label, Multicenter Study of FT536 as Monotherapy and in Combination With Monoclonal Antibodies in Subjects With Advanced Solid Tumors",Solid Tumors,Solid cancers,Ex-vivo,322,United States,Yes,2022,2025,CRISPR,CRISPR-Cas,1,0,0,United States,,,
227,https://crisprmedicinenews.com/clinical-trial/solid-tumors-nct06237881/,"A Phase 1/2 Study of KSQ-001EX, Autologous Tumor Infiltrating Lymphocytes Engineered to Inactivate the SOCS1 Gene, in Patients With Select Advanced Solid Tumors",Solid Tumors,Solid cancers,Ex-vivo,72,United States,Yes,2024,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,United States,,,
228,https://crisprmedicinenews.com/clinical-trial/solid-tumors-nct06241456/,"A Phase 1 Study of FT825/ONO-8250, an Off-the-Shelf CAR T-Cell Therapy, With or Without Monoclonal Antibodies, in HER2-Positive or Other Advanced Solid Tumors",Solid Tumors,Solid cancers,Ex-vivo,351,United States,Yes,2024,2025,CRISPR-Cas,CRISPR-Cas,1,0,0,United States,,,
229,https://crisprmedicinenews.com/clinical-trial/solid-tumors-nct06598371/,"A Phase 1/2 Study of KSQ-004EX, Autologous Tumor Infiltrating Lymphocytes Engineered to Inactivate Genes Encoding SOCS1 and Regnase-1, in Patients With Select Advanced Solid Tumors",Solid Tumors,Solid cancers,Ex-vivo,141,United States,Yes,2025,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,United States,,,
230,https://crisprmedicinenews.com/clinical-trial/chronic-hepatitis-b-hbv-nct06671093/,"Phase 1b Multicenter, Open-Label Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Tune-401 in Participants With Chronic Hepatitis B Infection",Chronic Hepatitis B,Viral diseases,Mixed,36,New Zealand,No,2024,2025,Epigenetic editing,Epigenetic editing,1,0,0,New Zealand,,,
231,https://crisprmedicinenews.com/clinical-trial/chronic-hepatitis-b-hbv-nct06680232/,"A Phase 1, Open-Label, First-in-Human, Dose Escalation (Part 1) and Expansion (Part 2) Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Antiviral Activity of PBGENE-HBV in Participants with Chronic Hepatitis B (ELIMINATE-B)",Chronic Hepatitis B,Viral diseases,Mixed,45,"Hong Kong, Republic of Moldova",No,2024,2025,ARCUS Genome Editing,Other,1,1,0,"Hong Kong, Republic of Moldova",,,
232,https://crisprmedicinenews.com/clinical-trial/herpes-simplex-virus-refractory-keratitis-nct04560790/,CRISPR/Cas9 mRNA Instantaneous Gene Editing Therapy Assisted Corneal Transplantation in the Treatment of Refractory Viral Keratitis,Herpes Simplex Virus Refractory Keratitis,Viral diseases,Mixed,3,China,No,2020,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,,
233,https://crisprmedicinenews.com/clinical-trial/herpes-simplex-virus-type-i-stromal-keratitis-nct06474416/,"A Multicenter, Open-label, Single Dose, Phase Ⅰ Trial to Evaluate the Safety, Tolerability and Prelinminary Efficacy of BD111 in Patients With Herpes Simplex Virus Type I Stromal Keratitis",Herpes Simplex Virus Type I Stromal Keratitis,Viral diseases,Mixed,16,China,No,2023,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,,
234,https://crisprmedicinenews.com/clinical-trial/herpes-simplex-virus-type-i-stromal-keratitis-nct06474442/,"A Multicenter, Single-blind, Single-dose, Randomized, Phase Ⅱa Trial to Evaluate the Safety, Tolerability and Efficacy of Intrastromal BD111 Gene Editing Therapy in Adults With HSV-1 Stromal Keratitis",Herpes Simplex Virus Type I Stromal Keratitis,Viral diseases,Mixed,40,China,No,2024,2025,CRISPR-Cas9,CRISPR-Cas,0,1,0,China,,,
235,https://crisprmedicinenews.com/clinical-trial/human-immunodeficiency-virus-infection-hiv-nct00842634/,A Phase I Study of Autologous T-Cells Genetically Modified at the CCR5 Gene by Zinc Finger Nucleases SB-728 in HIV-Infected Patients,"Human Immunodeficiency Virus Infection, HIV",Viral diseases,Mixed,12,United States,Yes,2009,2025,ZFN - Zinc Finger Nucleases,Other,1,0,0,United States,,,
236,https://crisprmedicinenews.com/clinical-trial/human-immunodeficiency-virus-infection-hiv-nct01044654/,"A Phase 1 Dose Escalation, Single Dose Study of Autologous T-Cells Genetically Modified at the CCR5 Gene by Zinc Finger Nucleases SB-278 in HIV-Infected Patients Who Have Exhibited Suboptimal CD4+ T-Cell Gains During Long-Term Antiretroviral Therapy","Human Immunodeficiency Virus Infection, HIV",Viral diseases,Mixed,19,United States,Yes,2009,2025,ZFN- Zinc Finger Nucleases,Other,1,0,0,United States,,,
237,https://crisprmedicinenews.com/clinical-trial/human-immunodeficiency-virus-infection-hiv-nct01252641/,"A Phase 1/2, Open Label, Single Infusion Study of Autologous T-Cells Genetically Modified at the CCR5 Gene by Zinc Finger Nucleases (SB-728-T) in HIV Infected Subjects","Human Immunodeficiency Virus Infection, HIV",Viral diseases,Mixed,21,United States,Yes,2010,2025,ZFN-Zinc Finger Nucleases,Other,1,1,0,United States,,,
238,https://crisprmedicinenews.com/clinical-trial/human-immunodeficiency-virus-infection-hiv-nct02225665/,"A Phase 1/2, Open-Label Study to Assess the Safety and Tolerability of Repeat Doses of Autologous T-Cells Genetically Modified at the CCR5 Gene by Zinc Finger Nucleases in HIV-Infected Subjects Following Cyclophosphamide Conditioning","Human Immunodeficiency Virus Infection, HIV",Viral diseases,Mixed,8,United States,Yes,2014,2025,ZNF-Zinc Finger Nucleases,Other,1,1,0,United States,,,
239,https://crisprmedicinenews.com/clinical-trial/human-immunodeficiency-virus-infection-hiv-nct02388594/,"A Phase I Study of T-Cells Genetically Modified at the CCR5 Gene by Zinc Finger Nucleases SB-728mR in HIV-Infected Patients, With or Without the CCR5 Delta-32 Mutation, Pre-treated With Cyclophosphamide","Human Immunodeficiency Virus Infection, HIV",Viral diseases,Mixed,14,United States,Yes,2015,2025,ZFN- Zinc Finger Nucleases,Other,1,0,0,United States,,,
240,https://crisprmedicinenews.com/clinical-trial/human-immunodeficiency-virus-infection-hiv-nct02500849/,"A Pilot Study to Evaluate the Feasibility, Safety and Engraftment of Zinc Finger Nuclease (ZFN) CCR5 Modified CD34+ Hematopoietic Stem/Progenitor Cells (SB-728mR-HSPC) in HIV-1 (R5) Infected Patients","Human Immunodeficiency Virus Infection, HIV",Viral diseases,Mixed,12,United States,Yes,2016,2025,ZFN- Zinc Finger Nucleases,Other,1,1,0,United States,,,
241,https://crisprmedicinenews.com/clinical-trial/human-immunodeficiency-virus-infection-hiv-nct03164135/,Safety and Feasibility Study of Allotransplantation of CRISPR/Cas9 CCR5 Gene Modified CD34+ Hematopoietic Stem/Progenitor Cells in HIV-infected Subjects With Hematological Malignances,"Human Immunodeficiency Virus Infection, HIV",Viral diseases,Mixed,5,China,No,2017,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,,
242,https://crisprmedicinenews.com/clinical-trial/human-immunodeficiency-virus-infection-hiv-nct03617198/,A Pilot Study of T Cells Genetically Modified by Zinc Finger Nucleases SB-728mR and CD4 Chimeric Antigen Receptor in HIV-infected Subjects,"Human Immunodeficiency Virus Infection, HIV",Viral diseases,Mixed,12,United States,Yes,2019,2025,ZFN- Zinc Finger Nucleases,Other,1,1,0,United States,,,
243,https://crisprmedicinenews.com/clinical-trial/human-immunodeficiency-virus-infection-hiv-nct03666871/,T-Cell Reinfusion After Interfering With Lymphocyte Binding Location of AIDS Virus Through Zinc-finger-nuclease Elimination of CCR5 Receptors: The TRAILBLAZER Study,"Human Immunodeficiency Virus Infection, HIV",Viral diseases,Mixed,30,United States,Yes,2019,2025,ZFN- Zinc Finger Nucleases,Other,1,1,0,United States,,,
244,https://crisprmedicinenews.com/clinical-trial/human-immunodeficiency-virus-infection-hiv-nct05144386/,"A Phase 1/2a, Sequential Cohort, Single Ascending Dose Study of the Safety, Tolerability, Biodistribution, and Pharmacodynamics of EBT 101 in Aviremic HIV-1 Infected Adults on Stable Antiretroviral Therapy","Human Immunodeficiency Virus Infection, HIV",Viral diseases,Mixed,6,United States,Yes,2022,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,United States,,,
